Business,Street,City,State,Postcode,Country,Phone,Website,Email,Email Type,Categories,Description,Revenue,Employees,Founded,Sic,Naics,Linkedin,Facebook,X,Instagram,Youtube,Lat,Lng,Contact First Name,Contact Last Name,Contact Role,Contact Email
On Call Contracting Group,12587 Fair Lakes Cir,Fairfax,VA,22033,United States,(571) 429-7900,https://oncallcontractinggroup.com/,info@oncallcontractinggroup.com,Service busy,"Roofing contractor, Deck builder, Fence contractor, Gutter cleaning service, Handyman/Handywoman/Handyperson, Pressure washing service, General contractor, Siding contractor, Solar energy system service, Woodworker","On Call Contracting Group is a Northern Virginia-based company specializing in storm damage restoration and construction services for both residential and commercial clients. They offer a range of services including water, fire, smoke, mold damage restoration, and roofing emergencies, all while providing free property inspections and assistance with insurance claims.",$6.2 M,7,2017,,,https://www.linkedin.com/company/on-call-contracting-group,https://www.facebook.com/OncallGC,,https://www.instagram.com/oncallcontractinggroup,,38.857163,'-77.3811606,,,,
Outdoor Design Solutions,2822 Juniper St Unit 1,Fairfax,VA,22031,United States,(800) 705-1437,https://outdoordesignsva.com/,,,"Contractor, Concrete contractor, Deck builder, Fence contractor, General contractor, Landscape lighting designer, Landscaper, Lighting contractor, Paving materials supplier","Innovative Ideas for your outdoor our project Free Estimate Welcome to Outdoor Designs Transforming Outdoor Spaces At Outdoor Designs, we specialize in turning outdoor spaces into breathtaking havens that reflect your unique style and personality. Fr",,,,,,,,,,https://www.youtube.com/@outdoordesignsolutionsva9927,38.8756658,'-77.2289744,,,,
Phoenix Home Services Inc,9685 Main St F,Fairfax,VA,22031,United States,(571) 298-8627,https://phoenixhomeservices.com/,steve@phoenixhomeservices.com,Unknown,"General contractor, Construction company, Contractor, Deck builder, Masonry contractor","Phoenix Home Services is a locally owned and operated team of general contractors specializing in hassle-free custom home improvement and remodeling projects. 
With over 30 years of experience and a tight-knit team of expert designers, master masons, and professional carpenters, whether you’re looking to upgrade your deck, patio, porch, bathroom, kitchen, or more, we’re here to turn your remodeling dreams into an awe-inspiring reality.",$2 M,8,1985,"15,152","23,236",https://www.linkedin.com/company/phoenix-home-services-inc,https://www.facebook.com/phoenixhomeservices,https://x.com/phoenixhomesrvc,https://www.instagram.com/phoenixhomeservices,https://www.youtube.com/user/phoenixhomeservices,38.8414601,'-77.2801451,Emmy,Wagner,Office Manager,emmy@phoenixhomeservices.com
Pond Roofing & Exteriors,2985 Prosperity Ave,Fairfax,VA,22031,United States,(703) 573-8000,https://www.pondroofing.com/,betsy@pondroofing.com,Unknown,"Roofing contractor, Contractor, Door supplier, Gutter service, Siding contractor, Skylight contractor, Window installation service, Window supplier",Pond Roofing has consistently been rated as one of Northern Virginias top roofers by Washingtons local consumer magazine. Over 60% of our business is generated through referrals or repeat business. Pond Roofing has provided Northern Virginia residents quality roofing services since the company was established in 1964 by Bob Pond.,$5.6 M,18,1964,"17,176","23,238",https://www.linkedin.com/company/pond-roofing,https://www.facebook.com/PondRoofingCo,https://x.com/pondroofing,https://www.instagram.com/pondroofing,https://www.youtube.com/channel/UCgMdRt3DUZmJNOdtFXGAjRg,38.8693998,'-77.2358165,Joe,"Gajewski, Capm",Estimator,joe@pondroofing.com
Presidential Exteriors,12150 Monument Dr # 100,Fairfax,VA,22033,United States,(571) 279-8000,https://presidentialexteriors.com/,info@presidentialext.com,Service busy,"Roofing contractor, General contractor, Siding contractor, Window installation service","Presidential Exteriors is your solution for roofing, siding and all other exterior remodeling needs to residents in Maryland and Virginaia.",$1.8 M,41,2015,"17,176","23,238",https://www.linkedin.com/company/presidential-exteriors,https://www.facebook.com/presidentialext,https://x.com/PresidentialExt,https://www.instagram.com/presidential.exteriors,https://www.youtube.com/channel/UClAV0V6uCkg4c55k_0fk2OQ,38.8640705,'-77.3673185,Ryan,Deputy,Remodeling Consultant Team Lead,rdeputy@presidentialexteriors.com
"Priceless Home Improvements, Llc",10565 Fairfax Blvd #100,Fairfax,VA,22030,United States,(703) 577-6461,https://www.pricelesshomellc.com/,info@pricelesshomellc.com,Service busy,Roofing contractor,Priceless Home Improvements LLC - Roofing • Siding • Windows,$5.8 M,15,2014,"15,152","23,236",https://www.linkedin.com/company/priceless-home-improvements-llc,https://www.facebook.com/pricelesshomellc,,http://instagram.com/priceless_home_improvements,,38.8572865,'-77.3092431,McKeever,John,Business Development Manager,mjohn@pricelesshomellc.com
"Quality Renovation Builder, Llc.",5755 Walcott Ave,Fairfax,VA,22030,United States,(703) 606-9767,https://www.qualityrenovationllc.com/,info@qualityrenovationllc.com,Service busy,Construction company,Quality Renovation LLC – Quality Renovation & Restoration,,,,,,,,,,,38.81781,'-77.3750375,,,,
R-one Contracting Llc,12587 Fair Lakes Cir #279,Fairfax,VA,22033,United States,(703) 424-4644,,,,General contractor,,,,,,,,,,,,38.857163,'-77.381161,,,,
Rcity Homes Llc,8931 Garden Gate Dr,Fairfax,VA,22031,United States,(703) 869-2286,https://rcityhomes.com/,info@rcityhomes.com,Service busy,"Roofing contractor, Bathroom remodeler, Construction company, Flooring contractor, Interior construction contractor, Kitchen remodeler, Painter, Remodeler, General contractor","RCITY Homes is family owned business with a systematic and disciplined approach when purchasing investment properties, putting each potential investment through a strict due diligence process. This rigorous set of criteria includes, but is not limited to, the following: Comparable property analysis and examination by a certified, independent appraiser An economic study of the neighborhood, city planning and development Overall condition of the property, including heating and air, plumbing, electrical, roof and structural condition Our core business lies within our systems, education and knowledge of the real estate industry.",,<25,2017,"65,653","53,531",,https://www.facebook.com/rcityhomes,,https://www.instagram.com/rcity_homes,,38.8681242,'-77.2521224,,,,
Renewal Homes Remodeling,3060 Williams Dr Suite 3015,Fairfax,VA,22031,United States,(703) 691-5116,https://www.renewalhomesdmv.com/,,,"General contractor, Bathroom remodeler, Construction company, Custom home builder, Kitchen remodeler, Remodeler",Expert kitchen & bathroom remodeling in Northern Virginia. 7+ years of craftsmanship. Free 3D consultation. Licensed Class A contractor.,,,,,,,https://www.facebook.com/RenewalHomesDMV,,https://www.instagram.com/renewal_homes_dmv,,38.8665223,'-77.2341353,,,,
Reyes Construction Group Llc,3633 Heritage Ln,Fairfax,VA,22030,United States,(571) 230-0035,https://reyesconstructiongroupllc.com/,contact@reyesconstructiongroupllc.com,Service busy,Construction company,"Reyes Construction Group LLC. is more than a company, it is a family that at work as in life we like to be united.",,,,,,,https://facebook.com/reyesconstructiongroupllc,https://x.com/reyes_group,,https://www.youtube.com/@reyesconstructiongroupllc,38.8517942,'-77.2903865,,,,
Reyes Roofing Contractors Llc,2987 Prosperity Ave,Fairfax,VA,22031,United States,(703) 330-1311,https://www.reyesroofing.com/,info@reyesroofing.com,Service busy,Roofing contractor,"Reyes Roofing Contractors LLC is a roofing specialist serving Northern Virginia, Washington, DC, and Maryland since 1991. They offer a wide range of services including residential and commercial roofing, seamless gutters, siding replacement, and window replacement.",$4.1 M,13,1991,"17,176","23,238",https://www.linkedin.com/company/reyes-roofing-contractors-llc,https://www.facebook.com/ReyesRoofing,,,,38.8694045,'-77.236066,Josue,Reyes,General Manager,j.reyes@reyesroofing.com
Riba Roofing & Exteriors,11325 Random Hills Rd Ste 360-a93,Fairfax,VA,22030,United States,(703) 978-7663,https://ribaconstruction.com/,ryan.baxter@ribaconstruction.com,Unknown,"Roofing contractor, General contractor, Siding contractor, Window installation service",RIBA Construction has engineers on staff to evaluate your roofing or siding problems and recommend the best solutions. Our window experts help you select quality windows that will complement your home design. Our professional crews work hard to get the job done right the first time and to complete the work when promised.,<$5 M,<25,,"17,176","23,238",,https://www.facebook.com/RibaConstruction,,https://www.instagram.com/riba_construction,,38.8555718,'-77.3377399,Richard,Ridley,President & Engineer,richard@ribaconstruction.com
Ridgeline Roofers,4133 Elizabeth Ln,Fairfax,VA,22032,United States,(703) 260-8506,https://www.ridgelineroofers.com/,info@ridgelineroofers.com,Service busy,"Roofing contractor, Gutter cleaning service, Siding contractor, Skylight contractor","Ridgeline Roofers LLC is a family-owned and operated company specializing in roofing, siding installation, and gutter repair services in Ashburn, Leesburg, and Sterling, Virginia. They offer a range of services including roof repairs and replacements, and pride themselves on providing professional, prompt, and effective service.",$828 K,6,2015,"17,176","23,238",,https://www.facebook.com/Ridgeline-Roofers-252149328932069,,,https://www.youtube.com/channel/UCb_gcl3z8DlQBUPt4vev_-A,38.8348944,'-77.2539632,,,,
Roof Simple,10306 Eaton Pl,Fairfax,VA,22030,United States,,,,,Construction company,,,,,,,,,,,,38.8615894,'-77.3035424,,,,
Roofing Installation Service,11198 Lee Hwy,Fairfax,VA,22030,United States,,,,,Roofing contractor,,,,,,,,,,,,38.8527789,'-77.3315984,,,,
S & N Roofing,4729 Bideford Square,Fairfax,VA,22030,United States,(703) 629-1128,https://www.snroof.com/,office@snroof.com,Service busy,Roofing contractor,"S & N Roofing is a home improvement contractor based in Virginia and Maryland, specializing in roof replacement and repair. The company emphasizes quality craftsmanship, extended warranties, and customer satisfaction as key components of their service.",$1.2 M,5,2018,"17,176","23,238",,,,,,38.850725,'-77.369587,,,,
Saint Construction Inc,2820 Dorr Ave Ste 230,Fairfax,VA,22031,United States,(571) 395-4020,https://www.saintgc.com/,info@saintgc.com,Unknown,General contractor,"Saint Construction is a full-service General Contractor specializing in roofing, siding, windows, gutters and remodeling. Saint Construction consistently provides our clients with the highest level of workmanship, customer service and seamless remodeling process.",$1.2 M,0,2020,,,https://www.linkedin.com/company/saintconstruction,https://www.facebook.com/saintgconstruction,,,,38.8762368,'-77.234724,,,,
Sam Construction Group,10121 Glenmere Rd,Fairfax,VA,22032,United States,(571) 294-4977,,,,"Water damage restoration service, Bathroom remodeler, Fire damage restoration service, Kitchen remodeler",,,,,,,,,,,,38.8314282,'-77.2966313,,,,
Sb Builders And Construction Inc,3701 Morningside Dr,Fairfax,VA,22031,United States,,https://sbbuildersandconstructioninc.com/,sales@sbbuildersandconstructioninc.com,Unknown,"Roofing contractor, Bathroom remodeler, Construction company, Custom home builder, Deck builder, Garage builder, Home builder, Interior construction contractor, Kitchen remodeler, Contractor","SB Builders and Construction, Inc. is an owner-operated construction and home remodeling company based in Fairfax, Virginia, serving clients in Virginia, Maryland, and D.C. They specialize in a wide range of services including kitchen and bathroom remodeling, new home construction, and home maintenance.",$1.0 M,2,2016,"15,152","23,236",,https://www.facebook.com/SBbuildersandconstruction,,https://www.instagram.com/sb_buildersandconstruction,https://www.youtube.com/@sbbuildersandconstructioni3417,38.845932,'-77.242558,,,,
Schroeder Design Build,3918 Prosperity Ave #100,Fairfax,VA,22031,United States,(703) 449-1700,https://www.schroederdesignbuild.com/,marketing@schroederdesignbuild.com,Service busy,"General contractor, Architectural designer, Bathroom remodeler, Kitchen remodeler, Remodeler, Sunroom contractor","Schroeder Design Build is a second-generation family-owned design-build firm headquartered in Fairfax, VA and serving Northern Virginia. As a people-centered company, we employ a diverse and highly trained team of skilled professionals who not only care deeply about their role in elevating a client’s home remodeling experience, but are also empowered to grow personally and professionally.",$2.7 M,14,1986,"15,152","23,236",https://www.linkedin.com/company/schroeder-design-build-inc,https://www.facebook.com/schroederdesignbuild,https://x.com/schroederdb,https://www.instagram.com/schroederdesignbuild,https://www.youtube.com/user/schroederdesignbuild,38.838767,'-77.2464387,Patricia,Schroeder,Chief Financial Officer & Co-founder,patricia.schroeder@schroederdesignbuild.com
Star Home Remodeling,3859 Persimmon Cir,Fairfax,VA,22031,United States,(703) 863-1919,https://www.starhrc.com/,rhrbek@starhrc.com,Unknown,General contractor,starHR is a company that operates in the Human Resources industry. It employs 11-20 people and has $1M-$5M of revenue. The company is headquartered in the United States.,,<25,,"58,581","72,722",https://www.linkedin.com/company/422707,,https://www.x.com/starhr_,,,38.844804,'-77.268883,Robert,Hrbek,Talent Acquisition Partner,rhrbek@starhrc.com
Stb Remodeling,2807 Merrilee Dr F,Fairfax,VA,22031,United States,(703) 849-0894,https://stbremodeling.com/,website@stbremodeling.com,Unknown,"Roofing contractor, Gutter cleaning service, Home improvement store, Window installation service","STB Remodeling is a premier home remodeling company based in Fairfax, specializing in high-quality exterior home improvement services such as siding, roofing, windows and doors, and gutters. The company is dedicated to providing a pleasant and stress-free experience for homeowners, ensuring personalized service and meticulous craftsmanship at competitive prices.",$1.2 M,6,1994,"15,152","23,236",,https://www.facebook.com/STB-Remodeling-Group-947948315274451,,,,38.8772625,'-77.2306913,,,,
"Teel Construction, Inc.",3920 University Dr,Fairfax,VA,22030,United States,(703) 759-4754,https://teelconstruction.com/,email@teelconstruction.com,Service busy,"General contractor, Construction company","TEEL Construction, Inc. has been delivering high-quality general contracting and design-build services across the United States since 1987. The company specializes in a variety of projects including base buildings, grocery stores, corporate interiors, and hospitality venues.",$76.4 M,93,1987,"15,154","23,236",https://www.linkedin.com/in/parkersteel,https://www.facebook.com/BuildWithTEEL,https://www.x.com/build_with_teel,https://www.instagram.com/teelconstruction_inc,,38.8483837,'-77.3047853,,,,
That 1 Painter Fairfax - Mclean,10304 Eaton Pl Suite 100,Fairfax,VA,22030,United States,(703) 621-1671,https://that1painter.com/fairfax-mclean/,franchise@that1painter.com,Unknown,"Contractor, Cabinet maker, Carpenter, Painting, Dry wall contractor, Painter, Stucco contractor","Founded in 2011, That 1 Painter is redefining what homeowners expect from painting companies. With more than 150 franchise locations and growing, we deliver joy through exceptional craftsmanship, reliable service, and a customer experience built on care and professionalism.",$231 K,199,2011,"17,172","23,238",https://www.linkedin.com/company/that-1-painter,https://www.facebook.com/that1painter,https://www.x.com/that1painter,https://www.instagram.com/that1painter,https://www.youtube.com/@That1Painter,38.862186,'-77.3032366,David,Nesbitt,Chief Operating Officer & Regional Director,david@that1painter.com
Touchstone Builders Corporation,11804 Robertson Farm Cir,Fairfax,VA,22030,United States,(703) 864-1769,http://touchstonegc.com/contact,,,General contractor,Touchstone Construction Corporation was established in 2004 as a Custom Home Builder serving the high-end market in the DC Metropolitan area. Registered and licensed as a Class “A” residential building contractor in Northern Virginia. Touchstone is also Registered and licensed in Washington DC and the State of Maryland.,,2,2004,,,,https://www.facebook.com,https://www.x.com,,,38.848086,'-77.3552629,,,,
Truealty Services Dba (steinhorst),2812 Old Lee Hwy Ste 100a,Fairfax,VA,22031,United States,(703) 256-2421,https://truealtyservices.com/,service@truealtyservices.com,Service busy,Contractor,Just another WordPress site,,,,,,,,,,,38.8754257,'-77.2411904,,,,
Tsp Contracting,8440a Lee Hwy,Fairfax,VA,22031,United States,(703) 829-5656,https://www.tspcontracting.net/,info@tspcontracting.net,Service busy,"Contractor, Handyman/Handywoman/Handyperson, Kitchen remodeler, Painting, Water damage restoration service","TSP Contracting is a Fairfax-based general contractor that specializes in remodeling, restoration, renovation, and other property improvement and maintenance services, serving both residential and commercial clients in Virginia, Maryland, and DC Washington.",$1.4 M,16,2013,"15,152","23,236",https://www.linkedin.com/company/tsp-contracting,https://www.facebook.com/tspremodeling,https://x.com/tspremodeling,https://www.instagram.com/tspcontracting,https://www.youtube.com/@tspcontracting,38.874623,'-77.2375915,,,,
Usa Storm Roofing And Construction Group,10306 Eaton Pl Suite 300,Fairfax,VA,22030,United States,(571) 441-1043,https://www.usastormroofing.com/,website@usastormroofing.com,Unknown,"Roofing contractor, Construction company, General contractor, Gutter cleaning service, Remodeler, Siding contractor, Water damage restoration service, Window installation service","Welcome to USA Storm Roofing and Construction Group, where our family-operated team has been a cornerstone of the DMV area’s roofing and construction industry for over 15 years. Rooted in family values, we are more than just a business—we are an integral part of our community, dedicated to supporting all our neighbors, including seniors, veterans, and those in need, with reliable, compassionate service.",,2,2011,,,,https://www.facebook.com/usastormroofing,https://x.com/usastormroofing,https://www.instagram.com/usastormroofing,,38.8615921,'-77.3034537,,,,
Vision Custom Build & Remodel,9512 Main St #20,Fairfax,VA,22031,United States,(703) 997-9717,https://www.visioncustom.com/,info@visioncustom.com,Service busy,General contractor,"TOP-RATED for 15+ years, Vision Custom + Build Remodel brings your vision to life with high-quality renovations that transform your space.",,,,,,,,,,,38.8430961,'-77.2725499,,,,
Wgm Contracting,4618 Cambryar St,Fairfax,VA,22030,United States,(703) 615-7521,https://www.wgmcontracting.com/,info@wgmcontracting.com,Service busy,"Roofing contractor, General contractor, Siding contractor","WGM Contracting, serving the DMV( Washington DC Metropolitan, Maryland, Northern Virginia) area, a veteran owned & operated, roofing specialist company committed to providing our customers with the highest quality.",$1.6 M,14,,"17,179","23,238",,https://www.facebook.com/wgmcontracting,,https://www.instagram.com/wgmcontractingdmv,,38.8510491,'-77.3688986,,,,
Young's Construction Inc.,2807 Merrilee Dr,Fairfax,VA,22031,United States,(703) 401-7778,https://stbremodeling.com/,website@stbremodeling.com,Unknown,Roofing contractor,"STB Remodeling is a premier home remodeling company based in Fairfax, specializing in high-quality exterior home improvement services such as siding, roofing, windows and doors, and gutters. The company is dedicated to providing a pleasant and stress-free experience for homeowners, ensuring personalized service and meticulous craftsmanship at competitive prices.",$1.2 M,6,1994,"15,152","23,236",,https://www.facebook.com/STB-Remodeling-Group-947948315274451,,,,38.877251,'-77.2302318,,,,
