Business,Street,City,State,Postcode,Country,Phone,Website,Email,Email Type,Categories,Description,Revenue,Employees,Founded,Sic,Naics,Linkedin,Facebook,X,Instagram,Youtube,Lat,Lng,Contact First Name,Contact Last Name,Contact Role,Contact Email
Cruz Roofing Group,20701 Bruce B Downs Blvd,Tampa,FL,33647,United States,(727) 634-8464,,,,"Roofing contractor, Building firm, Carpenter",,,,,,,,,,,,28.1697871,'-82.352874,,,,
"Csi Construction Services, Inc.",1907 W Kennedy Blvd,Tampa,FL,33606,United States,(813) 532-4506,https://www.csioftampa.com/,lauralay@csioftampa.com,,Construction company,"CSI Construction Services Inc. is a local, minority-owned, Class-A General Contractor based in Tampa, Florida, specializing in construction management and general contracting services. The company offers a range of services including pre-construction, development, design-bid-build, and site space planning across various sectors such as manufacturing, medical facilities, and high-end luxury spaces.",$3.7 M,13,2019,"15,154","23,236",https://www.linkedin.com/company/construction-services-inc.-of-tampa,https://www.facebook.com/CSIOFTAMPA,,https://www.instagram.com/csioftampa,,27.9449895,'-82.4795341,Craig,Verville,Vice President,craigverville@csioftampa.com
"Danner Construction Company, Inc.",6040 W Linebaugh Ave,Tampa,FL,33625,United States,(813) 969-2343,,,,General contractor,,,,,,,,,,,,28.0391526,'-82.5437454,,,,
Delta Airlines Tampa Emt Llc,502 N Armenia Ave,Tampa,FL,33609,United States,(855) 629-1475,,,,"Roofing contractor, Airline ticket agency, Information services",,,,,,,,,,,,27.9486174,'-82.485217,,,,
Dezigns Construction Inc - Dci,100 Ashley Dr S #600,Tampa,FL,33602,United States,(888) 781-1861,https://dezignsconstruction.com/,chrisb@dezignsconstruction.com,,"Roofing contractor, Property maintenance","With a deep expertise in multi-family and commercial roofing, DCI is the preferred roofing contractor of the East Coast and Florida Gulf Coast. We offer a wide range of roofing types and styles and can install a roof that is appropriate for your building’s architectural style and your budget.",$9.2 M,13,1990,"17,176","23,238",https://www.linkedin.com/authwall,https://www.facebook.com/Dezignsconstruction,https://x.com/DCIRoofing,https://www.instagram.com/dezignsconstruction,https://www.youtube.com/@Dezigns_Construction,27.9446387,'-82.4577838,Mike,Hartley,Vp of Operations,mikeh@dezignsconstruction.com
Diamond Pro Construction,6408 W Linebaugh Ave Ste 104,Tampa,FL,33625,United States,(863) 250-7059,https://diamondproconstruction.com/,diamond.proservices@outlook.com,Unknown,Construction company,Diamond Pro Construction,,,,,,,,,https://www.instagram.com/diamondproconstruction_,,28.03982,'-82.5514067,,,,
Diamond State Roofing,4919 W Laurel St,Tampa,FL,33607,United States,(727) 634-8381,,,,Roofing contractor,,,,,,,,,,,,27.9563244,'-82.5276349,,,,
Diaz Roofing Group,3820 Northdale Blvd,Tampa,FL,33624,United States,(727) 634-8438,,,,"Roofing contractor, Building firm, Carpenter",,,,,,,,,,,,28.0934163,'-82.5063215,,,,
Dockside Roofing Inc,8916 Maislin Dr,Tampa,FL,33637,United States,(813) 983-9099,https://www.docksideroofing.com/,debmattull@docksideroofing.com,,Roofing contractor,"Dockside Roofing is Tampa Bays most trusted roofer shingles, tile, metal roofs.",<$5 M,2,2006,"17,176","23,238",https://www.linkedin.com/company/dockside-roofing-inc,https://www.facebook.com/dockside-roofing-inc-150876408266705,,,,28.0236334,'-82.3541687,Bill,Mattull,Vice President,bill@docksideroofing.com
Done Rite Roofing,14121 Stilton St,Tampa,FL,33626,United States,(727) 945-6560,https://www.doneriteroofinginc.com/,doneriteroofing@msn.com,,Roofing contractor,"Done Rite Roofing, Inc. is a Palm Harbor-based roofing company specializing in roof repairs, replacements, and installations throughout Clearwater and the Tampa Bay area. With over 25 years of experience, they are committed to delivering high-quality workmanship and customer satisfaction, offering a range of services that include roof leak detection, maintenance, and commercial roofing.",$1.7 M,20,2007,"17,176","23,238",https://www.linkedin.com/company/done-rite-roofing-fl,https://www.facebook.com/DoneRiteRoofingInc,https://x.com/doneriteroofing,https://www.instagram.com/doneriteroofing,https://www.youtube.com/channel/UCkxufqukSXNX4UJN0BihYhg,28.0701817,'-82.6340117,Christina,Loiacano,President,christina@doneriteroofinginc.com
Donovan Construction,7925 Gunn Hwy,Tampa,FL,33626,United States,(563) 582-4210,http://donovandbq.com/CONTACT_US.htm,tony@donovandbq.com,Unknown,Contractor,"Donovan Construction and Remodeling is a family owned company doing business in Dubuque, Iowa since 1991. From interior remodeling to additions and new homes, we are the company for you.",,,,,,,,,,,28.0795185,'-82.5776779,,,,
Double G Construction,401 E Jackson St Ste 3300,Tampa,FL,33602,United States,(239) 919-7217,http://doublegconstruction.com/,info@doublegconstruction.com,,Roofing contractor,"Double G Construction is a Florida-based residential and commercial exterior renovation company. Our services include roofing, siding, windows, gutters, and storm damage restoration. As an environmentally conscious family-based company, we take pride in building long term relationships with our clients in our community.",<$5 M,19,2006,"17,176","23,238",https://www.linkedin.com/company/doubleg-construction,,,,,27.9472127,'-82.4560739,Greg,Gilbert,"Kitchen, Bathroom, & Basement Remodelers",greg@doublegconstruction.com
Doug Oliver Development Inc.,3030 N Rocky Point Dr W Suite 150,Tampa,FL,33607,United States,(407) 542-4797,https://www.dougoliverdevelopment.com/,doug@dougoliverdevelopment.com,,"Roofing contractor, Roofing supply store, Siding contractor","Doug Oliver Development specializes in connecting clients with licensed commercial and residential roofing contractors in Orlando, FL. Their network consists of local small businesses that are expertly vetted to ensure quality roofing services, including roof repairs, replacements, and installations.",$1.3 M,3,2009,"17,176","23,238",https://www.linkedin.com/company/doug-oliver-roofing-orlando,https://www.facebook.com/DODOrlandoRoofingNetwork,https://x.com/DODevelopment,,https://www.youtube.com/user/dougoliverroofing,27.9687976,'-82.5698312,Douglas,Oliver,"Roof Loss Documentation Specialist, Construction Appraiser, Certified Umpire",doliver@dougoliverdevelopment.com
Douglas Roofing Co,410 Ware Blvd,Tampa,FL,33619,United States,(727) 634-8456,,,,"Roofing contractor, Building firm, Carpenter",,,,,,,,,,,,27.9468227,'-82.3466427,,,,
Dxd Supply Llc,4307 W Pearl Ave,Tampa,FL,33611,United States,(813) 388-8151,https://www.dxdsupply.com/,,,Metal supplier,"DXD Metal Supply – Metal supplier in Tampa, FL",,,,,,,https://www.facebook.com/p/DXD-Supply-100083657381935,,https://www.instagram.com/dxdsupply,,27.8884212,'-82.5163683,,,,
Dynamic Roofing Concepts,416 E Windhorst Rd,Brandon,FL,33510,United States,(813) 657-7663,https://www.dynamicroofingconcepts.com/,online@dynamicroofingconcepts.com,,"Roofing contractor, Contractor, Repair service","Dynamic Roofing Concepts is a family-owned and operated roofing company based in Brandon, Florida, specializing in both residential and commercial roofing services. With over 20 years of industry experience, they offer expert services that include roof repair, maintenance, replacement, and installation, utilizing high-quality materials tailored to client needs.",$3.5 M,13,2006,"17,176","23,238",https://www.linkedin.com/company/drinc,https://www.facebook.com/Dynamicroofingconcepts,https://x.com/_dynamicroofing,https://www.instagram.com/dynamicroofingconcepts,https://www.youtube.com/@dynamicroofing,27.9600087,'-82.2802591,Colin,Clark,President,colin.clark@dynamicroofingconcepts.com
Dynasty Building Solutions Tampa,7111 Us-301,Tampa,FL,33610,United States,(813) 303-1235,https://www.dynastybuildingsolutions.com/tampa-bay-fl/,info@dynastybuildingsolutions.com,,"Roofing contractor, Building restoration service, Remodeler, Siding contractor","Dynasty Building Solutions is a reputable roofing and remodeling contractor based in Central Florida, serving both residential and commercial clients since 2008. The company specializes in a wide range of services including roof repairs, storm damage restoration, water mitigation, and solar roofing installations.",$6.8 M,30,2008,"17,176","23,238",https://www.linkedin.com/in/dynasty-building-solutions-4a5b82178,https://www.facebook.com/DynastyBuildingSolutions,https://x.com/dynastybldgsol,https://www.instagram.com/dynasty_roofing,,28.0124046,'-82.3540359,,,,
E L A Roof Contracting (e L A Roof Contracting),5309 E Busch Blvd Suite B,Temple Terrace,FL,33617,United States,(813) 219-1583,,,,"Roofing contractor, Construction company",,,,,,,,,,,,28.0315422,'-82.3963395,,,,
Eagle Eye Roofing Tampa Fl,8207 N Florida Ave Fl,Tampa,FL,33604,United States,(727) 634-8375,,,,"Roofing contractor, Building firm, Carpenter",,,,,,,,,,,,28.0231031,'-82.45868,,,,
Eagle Roofing,9211 Marina Bay Dr,Tampa,FL,33621,United States,(346) 338-8945,,,,"Roofing contractor, Building firm, Carpenter",,,,,,,,,,,,27.8367656,'-82.4868219,,,,
Elite Builder Renovations Llc,2510 Lorraine St,Tampa,FL,33614,United States,(813) 743-4830,https://elitebuilderrenovation.com/,admin@elitebuilderrenovation.com,Unknown,"Roofing contractor, Bathroom remodeler, Concrete contractor, Dry wall contractor, Flooring contractor, Interior designer, Kitchen remodeler, Landscaper, Remodeler, Water damage restoration service","Elite Builder Renovation provides residential and commercial construction services across Hillsborough, Pinellas, and Pasco Counties. Serving the Tampa Bay area with licensed contracting, expert project management, and high-quality results. Get your",,,,,,,https://www.facebook.com/elitebuilderrenovation,,https://www.instagram.com/elitebuilderrenovation,https://www.youtube.com/@EliteBuilderRenovation,28.0191651,'-82.4852163,,,,
Elite Home Roofing,5240 E Broadway Ave,Tampa,FL,33619,United States,(727) 634-8358,,,,"Roofing contractor, Building firm, Carpenter",,,,,,,,,,,,27.9633368,'-82.3968846,,,,
"Elite Roofing Services, Inc.",7710 E Broadway Ave,Tampa,FL,33619,United States,(813) 630-0800,https://www.eliteroofingservices.com/,contact@eliteroofingservices.com,,"Roofing contractor, Sheet metal contractor","Elite Roofing Services is a trusted roofing contractor based in Tampa, FL, with over two decades of experience serving both commercial and residential clients in the Tampa Bay area. They specialize in a variety of roofing services including roof replacement, repair, metal roofing, and maintenance for commercial, industrial, and multi-property portfolios.",$4.7 M,17,2004,"17,176","23,238",https://www.linkedin.com/company/elite-roofing-services,https://www.facebook.com/eliteroofingservices/%20,https://www.x.com/eliteroofing813,https://www.instagram.com/elite_roofing_services,,27.9671605,'-82.3694438,Camille,Tanner Austin,"Elite Roofing Services, Inc. | Florida Realtor®",camille@eliteroofingservices.com
Emb Builders & Contractor Corp,7208 N Armenia Ave Suite A,Tampa,FL,33604,United States,(813) 607-1422,https://embflorida.com/,embflorida@yahoo.com,,"Roofing contractor, General contractor, Painting",Home | EMB,,,,,,,,,,,28.0147915,'-82.4858066,,,,
Eminence Constructions Corp,3030 N Rocky Point Dr W Suite 150,Tampa,FL,33607,United States,(813) 414-5647,https://www.kitchenandbathremodel.pro/,paulo@buildwitheminence.com,Unknown,"Remodeler, Bathroom remodeler, Flooring contractor, Kitchen remodeler","Tampas trusted home remodeling experts. Eminence Constructions Corp specializes in kitchen remodeling, bathroom renovations, flooring, countertops, and interior remodeling across Tampa Bay.",,,,,,,https://www.facebook.com/EminenceCostr,,https://www.instagram.com/eminenceconstructions_corp,,27.9688226,'-82.5698137,,,,
Ensolar,14502 N Dale Mabry Hwy Suite 200,Tampa,FL,33618,United States,(833) 786-6749,https://ensolarusa.com/,admin@ensolarusa.com,Unknown,"Roofing contractor, Electrician, Solar energy company, Solar energy system service, Solar energy equipment supplier, Solar panel maintenance service","Ensolar provides renewable energy products and services that contribute to its customer’s financial, social and environmental sustainability. We have been providing solar energy technology to residents and commercial businesses since 2016, We strive to be apart of the transformative transition towards cleaner energy provision.",,3,2016,,,,https://www.facebook.com/EnsolarUsa,,https://www.instagram.com/ensolarusa,https://www.youtube.com/@ensolarusa,28.0802866,'-82.5077467,,,,
Epic Roofing Services Inc,401 E Jackson St Ste 2340,Tampa,FL,33602,United States,(813) 321-7335,https://www.epicroofingservices.com/,info@epicroofingservices.com,Unknown,Roofing contractor,Epic Roofing Services Inc.,,,,,,,,,,,27.9470347,'-82.4561405,,,,
Erie Home,12332 Race Track Rd Suite 4,Westchase,FL,33626,United States,(813) 491-9459,https://eriehome.com/locations/roofing/westchase-fl/,customersupport@eriehome.com,Unknown,Roofing contractor,"Founded in 1976 to provide homeowners with superior remodeling experiences, Erie Home has become a national leader in home improvement. This is thanks to our exceptional team of hardworking professionals who represent the best the industry has to offer.",$1.1 B,"17,000",1976,"15,152","23,236",https://www.linkedin.com/company/signature-mortgage,https://www.facebook.com/eriehome,https://www.x.com/sigmortgages,,,28.0630303,'-82.641448,Chris,Rhoades,,chris.rhoades@eriehome.com
Essential Roofing,11001 N 51st St,Temple Terrace,FL,33617,United States,(850) 938-7663,,,,Roofing contractor,,,,,,,,,,,,28.0487485,'-82.3991992,,,,
Essential Roofing Guys,1416 S Lorenzo Ave,Tampa,FL,33629,United States,(813) 736-7231,https://essentialroofingguys.com/tampa-fl/,info@essentialroofingguys.com,Unknown,Roofing contractor,,,,,,,,,,,,27.9267459,'-82.4860312,,,,
Evans Roofing Of Tampa Bay,5518 N Armenia Ave,Tampa,FL,33603,United States,(813) 353-0845,https://www.evansroof.com/contact-tampa-fl,contact@evansroof.com,,Roofing contractor,Evans Roofing has been well-established in South Florida; we are a local company that is well aware of the Floridian weather and its consequences. Sun and wind damage in Florida is important and maintaining your property starts with a regular control and inspection of your roof.,$8.5 M,24,1996,"17,176","23,238",https://www.linkedin.com/company/evans-auto-sales,https://www.facebook.com/evans.roofing.9,https://www.x.com/evansroofing,,,27.9974721,'-82.4846514,Jacob,Irvin,Sales Representative,jacob@evansroof.com
Everlast Roofing Co,324 S Hyde Park Ave,Tampa,FL,33606,United States,(727) 634-8376,,,,"Roofing contractor, Building firm, Carpenter",,,,,,,,,,,,27.9404841,'-82.4632349,,,,
Evolution Power,6201 Johns Rd # 11,Tampa,FL,33634,United States,(800) 449-7102,https://www.evolutionpower.com/,admin@evolutionpower.com,,"Roofing contractor, Solar energy company","Evolution Power specializes in providing innovative solar energy solutions, roofing services, and electrical services aimed at enhancing the sustainability and comfort of homes in Florida. They offer clients a range of products including solar panels, battery backups, and electric vehicle chargers.",$6.7 M,19,,"73,738","56,561",https://www.linkedin.com/company/evolution-power-usa,https://www.facebook.com/evolutionpowerusa,https://www.x.com/evolutionpo,,,28.0076827,'-82.548568,Luis,Theron,Project Manager,luis.theron@evolutionpower.com
"Excel Exteriors, Inc.",13304 Winding Oak Ct Suite A,Tampa,FL,33612,United States,(727) 275-0868,https://ineedroof.com/,chris.p@ineedroof.com,,"Roofing contractor, Bathroom remodeler, General contractor, Home builder, Painter, Painting, Siding contractor, Stucco contractor, Tile contractor","Excel Exteriors Inc specializes in roofing, siding, window installation, and storm damage restoration services. With over 18 years of experience, they provide quality work at competitive prices, ensuring customer satisfaction with a limited lifetime warranty on roofing materials.",$1.1 M,6,2007,"17,176","23,238",https://www.linkedin.com/company/excel-exteriors-inc,https://www.facebook.com/ineedroof,,https://www.instagram.com/ineedroof,,28.0676236,'-82.4627084,Jeremy,Kuehn,"Manager, Production",jeremy.kuehn@ineedroof.com
Excelaron Construction Of Tampa,2202 N Westshore Blvd Suite 200,Tampa,FL,33607,United States,(813) 639-7578,https://www.excelaron.com/,info@excelaron.com,,"Construction company, Bathroom remodeler, Concrete contractor, Custom home builder, Dry wall contractor, General contractor, Home builder, Kitchen remodeler, Window installation service, Wood floor installation service","Excelaron Inc is a full-service general contractor based in Tampa, Florida, specializing in property insurance claim restoration services. The company offers a wide range of services including water damage restoration, fire and smoke damage restoration, mold removal, and remodeling for both residential and commercial clients.",$1.1 M,5,2003,"15,152","23,236",https://www.linkedin.com/in/donald-youst-excelaron,https://www.facebook.com/Excelaron-Inc-377768315753582,,https://www.instagram.com/excelaron,,27.9604972,'-82.5247827,Bob,Youst,Vice President,bob@excelaron.com
Exterior Experts Of Florida,6304 Running River Pl,Tampa,FL,33617,United States,(813) 205-0757,,,,Construction company,,,,,,,,,,,,28.0621676,'-82.384024,,,,
Faith Builders Of Tampa Bay,14502 N Dale Mabry Hwy,Tampa,FL,33618,United States,(813) 939-3947,https://www.faithbuildersoftampabay.com/,,,Roofing contractor,"At Faith Builders of Tampa LLC, we take pride in doing things the right way. We’re fully licensed and insured, giving you peace of mind from start to finish. As a family-owned business, we treat every home like our own — with honesty, care, and c",,,,,,,https://www.facebook.com/faithbuildersoftampabay,,https://www.instagram.com/faithbuilders_tampabay,http://www.youtube.com/@FaithBuildersofTampaLLC,28.0803334,'-82.5078344,,,,
Fas Exteriors Tampa,7711 Anderson Rd,Tampa,FL,33634,United States,(813) 773-1525,https://www.faswd.com/areas-served/tampa/,sales@faswd.com,,"Roofing contractor, Door supplier, Window installation service, Window supplier","FAS Exteriors is a leading home improvement contractor in Central Florida, specializing in the installation and replacement of windows, doors, and roofing services. Founded by Ernie and John Wilding in 2005, the company aims to provide high-quality products and exceptional customer service at competitive prices.",$8.7 M,32,2005,"50,503","42,423",https://www.linkedin.com/company/fas-windows-&a;-doors,https://www.facebook.com/fasexteriors,https://www.x.com/faswindowsdoors,https://www.instagram.com/fasexteriors,https://youtu.be/dr1SL7uQmqo,28.0176928,'-82.5335115,Jordan,Monson,Installation Coordinator,jordan.monson@faswd.com
Feliciano Construction Corporation And Feliciano Roofing Inc,4210 W Cayuga St,Tampa,FL,33614,United States,(813) 884-3538,https://felicianoconstructionandroofing.com/,felicianoconstruction@gmail.com,Unknown,"Roofing contractor, Bathroom remodeler, Construction company, Home builder, Kitchen remodeler, Remodeler, General contractor","Feliciano Construction Corporation and Feliciano Roofing LLC specializes in providing comprehensive roofing and construction services to clients in the Tampa, FL area, including new construction, remodeling, and foundation services. With over 21 years of experience, they cater to homeowners, rental property owners, and business owners, focusing on quality craftsmanship and customer satisfaction.",$2.8 M,14,,"15,152","23,236",https://www.linkedin.com/in/miguel-feliciano-978a49324,,,https://www.instagram.com/builtbyfeliciano,,27.9861137,'-82.5145777,,,,
Fenvora Roofing Contractor,8414 Westridge Dr,Tampa,FL,33615,United States,(858) 406-0129,,,,Roofing supply store,,,,,,,,,,,,28.0240236,'-82.5769245,,,,
First Florida Home Inspection,18112 Ashton Park Way,Tampa,FL,33647,United States,(813) 803-7619,https://firstflhomeinspection.com/,erick.wyatt@firstflhomeinspection.com,Unknown,Home inspector,"First Florida Home Inspection, led by Erick Wyatt, offers comprehensive home inspection services in Tampa Bay and surrounding areas. They cater to clients needing pre-purchase, pre-list, or general home inspections, providing thorough evaluations to help buyers make informed decisions.",$2 M,5,,,,,https://www.facebook.com/FirstFloridaHomeInspection,,,,28.1386551,'-82.3330957,,,,
Five Star Roofing Group,10011 Westpark Preserve Blvd,Tampa,FL,33625,United States,(727) 634-8398,,,,"Roofing contractor, Building firm, Carpenter",,,,,,,,,,,,28.0408505,'-82.5552587,,,,
Fix Roofing Llc,4818 N Grady Ave,Tampa,FL,33614,United States,(833) 944-7446,https://www.fixroofingllc.com/,jackieq@fixroofingllc.com,,"Roofing contractor, Contractor, General contractor, Waterproofing service","Fix Roofing LLC: Your trusted roofing contractor in Tampa since 2020. Expert roof repair, installation & maintenance. Call us today for a free estimate!",,,,,,,https://www.facebook.com/fixroofingllc,,https://www.instagram.com/fixroofingllc,,27.9905113,'-82.5098524,,,,
Fla Roofing And Restoration Inc.,5401 W Kennedy Blvd Suite 100,Tampa,FL,33609,United States,(813) 666-3309,https://www.flaroofingandrestoration.com/,flaroofing@gmail.com,Unknown,Roofing contractor,Free roof inspections & expert repairs. FLA Roofing & Restoration delivers trusted craftsmanship & transparent service for homes & businesses.,,,,,,,https://www.facebook.com/p/FLA-Roofing-And-Restoration-Inc-100083235823830,,,,27.9458578,'-82.5339718,,,,
Flood Pros Usa,419 W Platt St #500,Tampa,FL,33606,United States,(813) 467-6500,https://www.floodprosusa.com/tampa-fl/,kristy@floodprosusa.com,,"Water damage restoration service, Building restoration service, Environmental consultant, Fire damage restoration service","Water Damage, Mold Remediation, Fire/Smoke Damage, and Hurricane Restoration. 24 Hour Emergency Service.",$31 M,19,2016,"15,152","23,236",,https://www.facebook.com/Flood-Pros-USA-317003602006870,https://x.com/floodprosusa,,,27.9418762,'-82.4646772,Arod,Lanning,,arod@floodprosusa.com
Flores Roofing Group,9501 Princess Palm Ave,Tampa,FL,33619,United States,(727) 634-8451,,,,"Roofing contractor, Building firm, Carpenter",,,,,,,,,,,,27.9792222,'-82.3405992,,,,
Florida Corrugated Sheet Metal,7001 Causeway Blvd,Tampa,FL,33619,United States,(813) 965-8400,https://flcorrugated.com/,info@flcorrugated.com,Unknown,Roofing supply store,Local Corrugated Metal Sheets & Roofing Supplier in Tampa FL. We Have All You Need for Your Roofing Supplies. Delivery or Pickup Is Available.,,,,,,,,,,,27.9223321,'-82.3766029,,,,
Florida Electric & Solar,302 Knights Run Ave # 1150,Tampa,FL,33602,United States,(833) 704-7336,https://www.floridaelectricandsolar.com/,krickson@floridaelectricandsolar.com,,"Roofing contractor, Green energy supplier, Solar energy company, Solar energy system service, Solar energy equipment supplier, Utility contractor","Florida Electric and Solar installs, maintains and supports solar energy systems. Our strong reputation, coupled with our resources, financial stability and industry knowledge position Florida Electric and Solar to exceed customer expectations while achieving an exceptional return on delivered value.",$1.2 M,22,2020,"17,173","23,238",https://www.linkedin.com/company/florida-electric-and-solar,https://www.facebook.com/floridaelectricandsolar,,,,27.9375928,'-82.4528427,Paul,Zika,,paul@floridaelectricandsolar.com
Florida Forever Roofing & Restoration,10150 Highland Manor Dr Ste 200-243,Tampa,FL,33610,United States,(813) 374-4226,https://floridaforeverrr.com/,mailstacey@floridaforeverrr.com,Unknown,Roofing contractor,"Professional roofing services for repairs, replacements, and new roof installations. Same-day appointments available. Call (888) 602-1585.",,,,,,,,,,,27.9839735,'-82.3325563,,,,
Florida Home Improvement Company,2433 S 86th St Suite J,Tampa,FL,33619,United States,(813) 404-0404,,,,Construction company,,,,,,,,,,,,27.9250796,'-82.3629314,,,,
Florida Metals,7001 Causeway Blvd,Tampa,FL,33619,United States,(813) 817-2444,https://www.fltin.com/,zack@fltin.com,Unknown,Sheet metal contractor,"Get Your Roofing Products Locally Here in Tampa, FL. Master Rib, PBR, and R Panels Are Available for Any Color and Lengths. Call Us or Order Online!",,,,,,,,,,,27.9223321,'-82.3766029,,,,
Florida Pace,13014 N Dale Mabry Hwy,Tampa,FL,33618,United States,(855) 438-7223,,,,"Roofing contractor, Air conditioning contractor, General contractor, Mechanical contractor, Energy equipment and solutions, Solar energy system service",,,,,,,,,,,,28.064481,'-82.506458,,,,
Florida Shelter Roofing Llc,333 N Falkenburg Rd Unit B-228,Tampa,FL,33619,United States,(813) 738-3884,https://www.floridashelterroofing.com/,erik@floridashelterroofing.com,Unknown,"Roofing contractor, Gutter service","Erik has been in roofing his entire adult life, he wanted to round out his experience by working for small and large contractors so, after 24 years of literally learning the business from the ground up he decided it was time to start his own company. The companys knowledge base spans a wide variety of roof products, including: TPO,PVC, Modified, Built Up Roofs, Tile, Standing Seam Metal, Slate, Wood Shakes, Wood Shingles, Asphalt Shingles, and Coatings.",$1 M,3,,"17,176","23,238",,https://www.facebook.com/floridashelterroofing,,,,27.9549106,'-82.3322789,Erik,Chambers,Owner,erik@floridashelterroofing.com
Florida Strong Construction,5001 Bridge St #1509,Tampa,FL,33611,United States,(727) 420-7489,,,,Construction company,,,,,,,,,,,,27.8907122,'-82.5303526,,,,
Florida's Elite Restoration,10011 Williams Rd,Tampa,FL,33624,United States,(727) 807-1005,https://www.floridaseliterestoration.com/,now@floridaseliterestoration.com,Unknown,"Water damage restoration service, Fire damage restoration service","Florida&s;s Elite Restoration offers comprehensive restoration services including water mitigation, mold remediation, fire restoration, and repairs for homeowners in Florida. With over 25 years of combined experience in the insurance industry, they guide clients through the insurance claims process, ensuring thorough support and honest assessments.",$697 K,4,1994,"17,179","23,238",,https://www.facebook.com/floridaseliterestoration,,,,28.041003,'-82.5351152,,,,
Fortress Roofing Co,4608 N Nebraska Ave,Tampa,FL,33603,United States,(727) 634-8405,,,,"Roofing contractor, Building firm, Carpenter",,,,,,,,,,,,27.9877115,'-82.4514617,,,,
Foundation Roofing Co,11608 N Florida Ave Fl,Tampa,FL,33612,United States,(727) 634-8389,,,,Roofing contractor,,,,,,,,,,,,28.0534626,'-82.4597494,,,,
Fowcon Construction,13301 W Hillsborough Ave Ste 101,Tampa,FL,33635,United States,(833) 336-9266,https://fowcon.us/,,,"General contractor, Bathroom remodeler, Custom home builder, Fire damage restoration service, Kitchen remodeler, Remodeler","Fowcon Construction remodels Tampa kitchens and baths with custom design, expert craftsmanship, and fast, reliable project delivery",,,,,,https://www.linkedin.com/company/fowcon-inc,https://www.facebook.com/p/Fowcon-Inc-61574603855650/,https://x.com/FowconConst,,https://www.youtube.com/@FowconConstruction,28.031378,'-82.6404212,,,,
Fp Property Restoration,1212 N 39th St #4,Tampa,FL,33605,United States,(813) 578-4459,https://www.fprestoration.com/,sales@fprestoration.com,,"Water damage restoration service, Fire damage restoration service","FP Property Restoration offers comprehensive restoration services across Florida, specializing in water damage, fire damage, and mold removal. They provide 24/7 emergency services and are equipped to handle disasters of any scale with a focus on customer satisfaction.",$12.4 M,59,2011,"72,721","56,561",https://www.linkedin.com/company/fp-property-restoration,https://www.facebook.com/FPPropertyRestoration,https://x.com/FP_Restoration,https://www.instagram.com/fprestoration,https://www.youtube.com/channel/UCg13mKsmx8IlFUGqqxCwLDw,27.9562839,'-82.4175966,Heather,Harbin,"Director, Human Resources",hharbin@fprestoration.com
Fr Construction Services Llc,5005 W Laurel St,Tampa,FL,33607,United States,(813) 538-7246,https://www.frconstructionservice.com/,,,Construction company,FR CONSTRUCTION SERVICES LLC,,,,,,,,,https://www.instagram.com/fr_construction_services_llc,,27.9565488,'-82.5287765,,,,
Freedom Sky Construction Inc.,4707 N Grady Ave #6511,Tampa,FL,33614,United States,(813) 935-8952,https://www.freedomskyconstruction.com/,,,Construction company,Freedom Sky Construction was founded on July/16/2006. We’ve provided clients with a wide range of services for all their needs.,,,,,,,https://www.facebook.com/Freedom-Sky-Construction-112879320456808,,,,27.9871401,'-82.5092536,,,,
"Friedrich Watkins Of Tampa, Llc.",5521 W Cypress St Suite 104,Tampa,FL,33607,United States,(813) 281-2067,https://www.fwctampa.com/,tim@fwctampa.com,Unknown,General contractor,"Friedrich Watkins of Tampa, LLC is a full-service commercial general contractor that has been providing exceptional construction services since 2005. The company specializes in preconstruction consulting, estimating, value engineering, construction management, design-build, and general contracting.",$5.2 M,15,2005,"15,154","23,236",https://www.linkedin.com/company/friedrich-watkins-of-tampa-llc,https://www.facebook.com/FWCTAMPA,,http://instagram.com/friedrichwatkinsoftampa,,27.9530948,'-82.5376348,Dan,Randall,Construction Manager,dan@fwctampa.com
G F Services,9225 Bay Plaza Blvd #417,Tampa,FL,33619,United States,(888) 863-7590,https://gfsbuilds.com/,,,Roofing contractor,Get in touch with us to discuss your home improvement needs and receive a free estimate. Our friendly and knowledgeable team is ready to assist you.,,,,,,,,,,,27.9464522,'-82.3489004,,,,
Galaxy Roofing,8270 Woodland Center Blvd,Tampa,FL,33614,United States,(813) 533-0070,https://www.galaxyroofingfl.com/,,,Roofing contractor,"Founded in Tampa, Florida, Galaxy Roofing brings over 25 years of combined expertise to every residential and commercial roofing project. Our seamless partnership with an in-house construction company means faster turnarounds, clear communication, and full transparency; from the first inspection to the final nail.",,1,2025,,,https://www.linkedin.com/company/galaxy-roofingfl,,,https://www.instagram.com/galaxyroofingfl,,28.0249323,'-82.5246719,,,,
Gale Force Construction,15706 Scrimshaw Dr,Tampa,FL,33624,United States,(813) 420-2240,https://galeforceconstruction.org/,gfconstruction15@gmail.com,Unknown,"Construction company, Architecture firm, Bathroom remodeler, Building designer, Custom home builder, Home builder, Interior construction contractor, Kitchen remodeler, Remodeler, Shed builder","With 24 years of experience under his belt, Gary Gale founded Gale Force Construction in 2012. Servicing Hillsborough, Polk, Pasco, Pinellas, Manatee, and Sarasota counties, his undeniable expertise in a variety of areas, unlimited resources, and dozens of happy clients speak for themselves.",<$5 M,<25,2012,"15,152","23,236",https://www.linkedin.com/company/wix-com,https://www.facebook.com/wix,https://wix.com,,,28.093803,'-82.5374739,,,,
